"nc,nn,mc,mn,v,d1c,d1n,d2c,d2n,d3c,d3n"
"Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Trimestre Móvel (Código),Trimestre Móvel,Variável (Código),Variável"
"1,Brasil,2,%,12.3,1,Brasil,201801,nov-dez-jan 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,0.9,1,Brasil,201801,nov-dez-jan 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,0.0,1,Brasil,201801,nov-dez-jan 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,A,1,Brasil,201801,nov-dez-jan 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.4,1,Brasil,201801,nov-dez-jan 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201801,nov-dez-jan 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,12.7,1,Brasil,201802,dez-jan-fev 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,1.0,1,Brasil,201802,dez-jan-fev 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,0.6,1,Brasil,201802,dez-jan-fev 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201802,dez-jan-fev 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,201802,dez-jan-fev 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201802,dez-jan-fev 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,13.2,1,Brasil,201803,jan-fev-mar 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,0.9,1,Brasil,201803,jan-fev-mar 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,1.3,1,Brasil,201803,jan-fev-mar 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201803,jan-fev-mar 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,201803,jan-fev-mar 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201803,jan-fev-mar 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,13.0,1,Brasil,201804,fev-mar-abr 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,0.9,1,Brasil,201804,fev-mar-abr 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,0.7,1,Brasil,201804,fev-mar-abr 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201804,fev-mar-abr 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,201804,fev-mar-abr 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201804,fev-mar-abr 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,12.8,1,Brasil,201805,mar-abr-mai 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,0.9,1,Brasil,201805,mar-abr-mai 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,0.1,1,Brasil,201805,mar-abr-mai 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,A,1,Brasil,201805,mar-abr-mai 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,201805,mar-abr-mai 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201805,mar-abr-mai 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,12.6,1,Brasil,201806,abr-mai-jun 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,0.9,1,Brasil,201806,abr-mai-jun 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,201806,abr-mai-jun 2018,8811,""Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201806,abr-mai-jun 2018,8814,""Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,201806,abr-mai-jun 2018,8816,""Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,1694,Nenhuma,Z,1,Brasil,201806,abr-mai-jun 2018,8819,""Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,12.4,1,Brasil,201807,mai-jun-jul 2018,4099,""Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
"1,Brasil,2,%,1.0,1,Brasil,201807,mai-jun-jul 2018,4103,""Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"""
