VALDATA,VALVALOR,SERIE,CODIGO
2018-01-01 02:00:00,12.3,taxa_desocupacao,PNADC12_TDESOC12
2018-02-01 02:00:00,12.7,taxa_desocupacao,PNADC12_TDESOC12
2018-03-01 03:00:00,13.2,taxa_desocupacao,PNADC12_TDESOC12
2018-04-01 03:00:00,13.0,taxa_desocupacao,PNADC12_TDESOC12
2018-05-01 03:00:00,12.8,taxa_desocupacao,PNADC12_TDESOC12
2018-06-01 03:00:00,12.6,taxa_desocupacao,PNADC12_TDESOC12
2018-07-01 03:00:00,12.4,taxa_desocupacao,PNADC12_TDESOC12
2018-08-01 03:00:00,12.2,taxa_desocupacao,PNADC12_TDESOC12
2018-09-01 03:00:00,12.0,taxa_desocupacao,PNADC12_TDESOC12
2018-10-01 03:00:00,11.8,taxa_desocupacao,PNADC12_TDESOC12
2018-11-01 03:00:00,11.7,taxa_desocupacao,PNADC12_TDESOC12
2018-12-01 02:00:00,11.7,taxa_desocupacao,PNADC12_TDESOC12
2019-01-01 02:00:00,12.2,taxa_desocupacao,PNADC12_TDESOC12
2019-02-01 02:00:00,12.5,taxa_desocupacao,PNADC12_TDESOC12
2019-03-01 03:00:00,12.8,taxa_desocupacao,PNADC12_TDESOC12
2019-04-01 03:00:00,12.6,taxa_desocupacao,PNADC12_TDESOC12
2019-05-01 03:00:00,12.4,taxa_desocupacao,PNADC12_TDESOC12
2019-06-01 03:00:00,12.1,taxa_desocupacao,PNADC12_TDESOC12
2019-07-01 03:00:00,11.9,taxa_desocupacao,PNADC12_TDESOC12
2019-08-01 03:00:00,11.9,taxa_desocupacao,PNADC12_TDESOC12
2019-09-01 03:00:00,11.9,taxa_desocupacao,PNADC12_TDESOC12
2019-10-01 03:00:00,11.7,taxa_desocupacao,PNADC12_TDESOC12
2019-11-01 03:00:00,11.3,taxa_desocupacao,PNADC12_TDESOC12
2019-12-01 03:00:00,11.1,taxa_desocupacao,PNADC12_TDESOC12
2020-01-01 03:00:00,11.3,taxa_desocupacao,PNADC12_TDESOC12
2020-02-01 03:00:00,11.7,taxa_desocupacao,PNADC12_TDESOC12
2020-03-01 03:00:00,12.4,taxa_desocupacao,PNADC12_TDESOC12
2020-04-01 03:00:00,12.7,taxa_desocupacao,PNADC12_TDESOC12
2020-05-01 03:00:00,13.1,taxa_desocupacao,PNADC12_TDESOC12
2020-06-01 03:00:00,13.6,taxa_desocupacao,PNADC12_TDESOC12
2020-07-01 03:00:00,14.1,taxa_desocupacao,PNADC12_TDESOC12
2020-08-01 03:00:00,14.8,taxa_desocupacao,PNADC12_TDESOC12
2020-09-01 03:00:00,14.9,taxa_desocupacao,PNADC12_TDESOC12
2020-10-01 03:00:00,14.6,taxa_desocupacao,PNADC12_TDESOC12
2020-11-01 03:00:00,14.3,taxa_desocupacao,PNADC12_TDESOC12
2020-12-01 03:00:00,14.2,taxa_desocupacao,PNADC12_TDESOC12
2021-01-01 03:00:00,14.4,taxa_desocupacao,PNADC12_TDESOC12
2021-02-01 03:00:00,14.6,taxa_desocupacao,PNADC12_TDESOC12
2021-03-01 03:00:00,14.9,taxa_desocupacao,PNADC12_TDESOC12
2021-04-01 03:00:00,14.8,taxa_desocupacao,PNADC12_TDESOC12
2021-05-01 03:00:00,14.7,taxa_desocupacao,PNADC12_TDESOC12
2021-06-01 03:00:00,14.2,taxa_desocupacao,PNADC12_TDESOC12
2021-07-01 03:00:00,13.7,taxa_desocupacao,PNADC12_TDESOC12
2021-08-01 03:00:00,13.2,taxa_desocupacao,PNADC12_TDESOC12
2021-09-01 03:00:00,12.7,taxa_desocupacao,PNADC12_TDESOC12
2021-10-01 03:00:00,12.1,taxa_desocupacao,PNADC12_TDESOC12
2021-11-01 03:00:00,11.6,taxa_desocupacao,PNADC12_TDESOC12
2021-12-01 03:00:00,11.1,taxa_desocupacao,PNADC12_TDESOC12
2022-01-01 03:00:00,11.2,taxa_desocupacao,PNADC12_TDESOC12
2022-02-01 03:00:00,11.2,taxa_desocupacao,PNADC12_TDESOC12
2022-03-01 03:00:00,11.1,taxa_desocupacao,PNADC12_TDESOC12
2022-04-01 03:00:00,10.5,taxa_desocupacao,PNADC12_TDESOC12
2022-05-01 03:00:00,9.8,taxa_desocupacao,PNADC12_TDESOC12
2022-06-01 03:00:00,9.3,taxa_desocupacao,PNADC12_TDESOC12
2022-07-01 03:00:00,9.1,taxa_desocupacao,PNADC12_TDESOC12
2022-08-01 03:00:00,8.9,taxa_desocupacao,PNADC12_TDESOC12
2022-09-01 03:00:00,8.7,taxa_desocupacao,PNADC12_TDESOC12
2022-10-01 03:00:00,8.3,taxa_desocupacao,PNADC12_TDESOC12
2022-11-01 03:00:00,8.1,taxa_desocupacao,PNADC12_TDESOC12
2022-12-01 03:00:00,7.9,taxa_desocupacao,PNADC12_TDESOC12
2023-01-01 03:00:00,8.4,taxa_desocupacao,PNADC12_TDESOC12
2023-02-01 03:00:00,8.6,taxa_desocupacao,PNADC12_TDESOC12
2023-03-01 03:00:00,8.8,taxa_desocupacao,PNADC12_TDESOC12
2023-04-01 03:00:00,8.5,taxa_desocupacao,PNADC12_TDESOC12
2023-05-01 03:00:00,8.3,taxa_desocupacao,PNADC12_TDESOC12
2023-06-01 03:00:00,8.0,taxa_desocupacao,PNADC12_TDESOC12
2023-07-01 03:00:00,7.9,taxa_desocupacao,PNADC12_TDESOC12
2023-08-01 03:00:00,7.8,taxa_desocupacao,PNADC12_TDESOC12
2023-09-01 03:00:00,7.7,taxa_desocupacao,PNADC12_TDESOC12
2023-10-01 03:00:00,7.6,taxa_desocupacao,PNADC12_TDESOC12
2023-11-01 03:00:00,7.5,taxa_desocupacao,PNADC12_TDESOC12
2023-12-01 03:00:00,7.4,taxa_desocupacao,PNADC12_TDESOC12
2024-01-01 03:00:00,7.6,taxa_desocupacao,PNADC12_TDESOC12
2024-02-01 03:00:00,7.8,taxa_desocupacao,PNADC12_TDESOC12
2024-03-01 03:00:00,7.9,taxa_desocupacao,PNADC12_TDESOC12
2024-04-01 03:00:00,7.5,taxa_desocupacao,PNADC12_TDESOC12
2024-05-01 03:00:00,7.1,taxa_desocupacao,PNADC12_TDESOC12
2024-06-01 03:00:00,6.9,taxa_desocupacao,PNADC12_TDESOC12
2024-07-01 03:00:00,6.8,taxa_desocupacao,PNADC12_TDESOC12
2024-08-01 03:00:00,6.6,taxa_desocupacao,PNADC12_TDESOC12
2024-09-01 03:00:00,6.4,taxa_desocupacao,PNADC12_TDESOC12
2024-10-01 03:00:00,6.2,taxa_desocupacao,PNADC12_TDESOC12
2024-11-01 03:00:00,6.1,taxa_desocupacao,PNADC12_TDESOC12
2024-12-01 03:00:00,6.2,taxa_desocupacao,PNADC12_TDESOC12
2025-01-01 03:00:00,6.5,taxa_desocupacao,PNADC12_TDESOC12
2025-02-01 03:00:00,6.8,taxa_desocupacao,PNADC12_TDESOC12
2025-03-01 03:00:00,7.0,taxa_desocupacao,PNADC12_TDESOC12
2025-04-01 03:00:00,6.6,taxa_desocupacao,PNADC12_TDESOC12
2025-05-01 03:00:00,6.2,taxa_desocupacao,PNADC12_TDESOC12
2025-06-01 03:00:00,5.8,taxa_desocupacao,PNADC12_TDESOC12
2025-07-01 03:00:00,5.6,taxa_desocupacao,PNADC12_TDESOC12
2025-08-01 03:00:00,5.6,taxa_desocupacao,PNADC12_TDESOC12
2025-09-01 03:00:00,5.6,taxa_desocupacao,PNADC12_TDESOC12
